Source_File,Page_Number,Formal_Context,Formal_Query,Colloquial_Query
RAUVISIO House Program Guide 2025.pdf,9,"17
RAUVISIO noir
BUILDINGS and interiors+sources 
product innovations award finalist
Architizer A+Product award finalist
Lay a refined foundation. 
RAUVISIO noir monotonic matte surface is irresistibly 
lush and leaves nothing to chance by obscuring 
fingerprints and scratches. Linger with the visual and 
tactile sensations of seamless matte from every angle.
Left: RAUVISIO noir Casa Blanca  
Above: RAUVISIO noir HIgh Low and After Dark","What are the specific surface properties and optical characteristics of RAUVISIO noir that enable it to effectively conceal fingerprints and scratches, and what is the underlying material composition responsible for this performance?",Does the RAUVISIO noir stuff hide finger marks and scuffs really well?
RAUVISIO House Program Guide 2025.pdf,10,"18 19
Colors that suit all your needs.
Inspired by legendary classic colors, the RAUVISIO noir™ line offers designers premium features in colors that stun. Daring, show-
stopping designs lurk just around the corner as these colors form a foundation that elevates wood elements, ceramic backsplashes 
and marble countertops, creating combinations that are unexpected, beautiful and elegant.
RAUVISIO noir
After Dark                                 154708 Casa Blanca                              154705 Boxcar Blonde                          154714 Capital Starlit                           154706
Platinum Sands                        155001
Decoy Dusk                              155065
Maltese Mist                            154704
Gaslit Alley                                154712 Gimlet Haze                              155064 High Low                                   154707
Midnight Dash                          154713 Olive Detour                              154715
T aupe Farewell                         155063Sierra Social                             155000 Silver Lake                                154709 Smoke Stack                             154710
T rench Coat                              154711
Swatches in pocket left to right: RAUVISIO noir Decoy Dusk, T aupe Farewell, Sierra Social, Gimlet Haze and Platinum Sands","What are the specific color options available for the RAUVISIO noir product line, and what are their corresponding hex codes or color values?","Hey, what colors does this thing come in? Can I get some fancy names and maybe a few examples?"
RAUVISIO House Program Guide 2025.pdf,11,"20 21
Profile specifications
Appearance Super-matte
Door style Slab, 3-piece and 5-piece
Design style Modern, contemporary
Construction PVA or PUR laminated face and back, REHAU LaserEdge
Shaker stiles and rails 3 in (76.2 mm), custom widths also available
Siena stiles 3 in (76.2 mm)
Face material Super-matte monotonic laminate, multiple colors
Back material Super-matte monotonic laminate, matching colors
Edgeband REHAU LaserEdge, matching color
Core Particle board
Board thickness 3/4 in (19.5 mm)
 
Cabinet door size parameters
Minimum slab 3 x 5 in (76.2 x 127 mm)
Maximum slab 50 x 119 in (1270 x 3022.6 mm)
Minimum 5-piece 8-7/8 in W x 11 in H (225.4 mm W x 279.4 mm H)
Maximum 5-piece 30 in W x 65 in H (762 mm W x 1651 mm H)
Minimum 3-piece 11 in W x 6 in H (152.4 mm W x 279.4 mm H)
Maximum 3-piece 50 in W x 60 in H (1270 mm W x 1524 mm H)
Edgebanding profile
T op edge 1.0 mm radius
Bottom edge 1.0 mm radius
Edgeband finish Elegant matte, color matched
Accessory products
1/4 in. thick components Cut-to-size with raw edges
Integrated handle 1-17/64 and 5/64 in (32 and 2 mm)
Floating shelves 22 to 96 in (558.8 to 2438.4 mm) wide
Appliance end panels 1.5 in thick panel, up to 4 ft W x 9 ft H
 
Finished door & component options
5-piece profile
Super-matte monotonic laminate
Super-matte monotonic laminate
Matching LaserEdge
Super-matte monotonic laminate
Super-matte monotonic laminate
Matte LaserEdge Super-matte monotonic laminate
Slab profile
3/4"" nom. stiles and rails
1/4"" nom. center panel
3-piece profile
RAUVISIO noir
Material options
Cleaning and care
Clean with a damp microfiber cloth and mild soap if needed. RAUVISIO noir 
is resistant to most chemicals and solvent-based cleaners, but harsh 
chemicals should be avoided. Do not use brushes or scouring pads. REHAU 
is not responsible for any damage done by abrasive cleaning products or 
procedures.
Protective coat
A protective peel coat is applied to the top and bottom surfaces. Do not 
expose peel coat to direct sunlight before removal. Remove promptly after 
installing cabinet but prior to mounting decorative hardware. T o remove 
peel coat, use rubber fingertips or our peel coat removal tool. 
na.rehau.com/noir
RAUVISIO noir
Features & benefits
 ▪ Irresistibly soft touch finish 
 ▪ Deeply light-absorbent
 ▪ Seamless matte from every angle; front,  
       back and edge
 ▪ Fingerprint, impact and scratch resistant
 ▪ Bacteria, mold and stain resistant
 ▪ Suitable for contact with food
 ▪ Independent thermal healing of  
      microscratches
 ▪ Anti-microbial, ultra-low in VOCs and  
      phenol-free
 ▪ Double-sided finished panel or cabinet door
 ▪ Matching floating shelves
Board specifications
Construction PUR laminated face and back
Face material Super-matte monotonic laminate, multiple colors
Back material Super-matte monotonic laminate, matching colors
Core Particle board
Size 51 x 120 in x 19.5 mm
 
Laminate specifications
Construction Electron Beam Cured High Pressure Laminate (HPL)
Material Super-matte monotonic laminate
Size 51 x 120 in x 0.9 mm
Edgebanding options
ABS 23 x 1.0 mm x 100 M
ABS LaserEdge 23 x 1.2 mm x 100 M
ABS 43 x 1.0 mm x 100 M","What are the specifications for the REHAU RAUVISIO noir cabinet door profiles, including materials, construction, and edgebanding options?",Can I get a list of all the different types of doors and shelves that come with this product? And what's the deal with the weird coating on the top and bottom?
RAUVISIO House Program Guide 2025.pdf,12,"22 23
Visual characteristics
T est standard Requirements Result
Surface gloss level ISO 2813 85o measurement 1.5 GLE
Color AMK-MB-009, 09/2011 No significant changes to 
master sample
Pass
Surface AMK-MB-009, 09/2012 Uniform surface, no defects 
visible from 0.7m
Pass
Lightfastness DIN EN ISO 4892-2 Art B 
(behind window glass)
Assessment according to  
blue scale
≥ Level 6
Assessment according to DIN 
EN ISO 105 A02
Assessment according to  
blue scale
≥ Level 4
 
Surface properties
Chemical resistance DIN 68861/T1 Matte: 1B 1B
Acids resistance SEFA 8-PL-2016 Section 8.1 Pass Pass
Scratch-resistance EN 438-2.25 Appearance ≥4 
Micro-scratch resistance EN 438-2.30 Visual assessment 5 
Resistance to surface wear EN 438-2.10 Initial point Initial point: > 200 rev
Wear value: > 350 rev
Performance in dry heat EN 438-2.16 Appearance ≥4 
Performance in moist heat 68861/T8/ DIN EN 12721 Stress group min: 8B ≥4
Performance in water 
vapor
DIN 438-2.14 Level 5:  No changes ≥4
Impact resistance large 
diameter ball
EN 438-2.21 Drop height
Indentation diameter
≥ 800 mm
≤ 8 mm
Linear thermal coefficient 
of expansion
IOS 11359-2 +10C….+40C
+20C….+80C
Longitudinal: < 0.55%
T ransverse: < 1.05%
Hygene (Suitability for 
food service)
NSF/ANSI 35 - Pass
Contact with food - overall 
migration
EN 13130-23 - Pass
Material properties
T op laminate raw density DIN EN 323 - 1.35g/cm
3
Fire behavior DIN 4102/1 - Standard: Class B  
Fire resistant: Class A
Flame spread index ASTM E84 Class A: 0-25
Class B: 26-75 
Class C: 76-250
Standard: 40
Fire resistant: 0
Smoke developed index ASTM E84 Class A, B, C: 0-450 Standard: 40
Fire resistant: 35
Formaldehyde emissions EN 622 and TSCA Title VI Class E1: < 0.09 PPM
TSCA: < 0.11 PPM E1/CARBII/TSCA Title VI
 
Material properties & performance
RAUVISIO noir
Environmental
T est standard Requirements Result
Phenol content EN ISO 16000-9 Phenol content in resin Phenol free
Indoor air comfort - ultra 
low VOC
UNI EN ISO 16000-9:2006 + 
ISO 16000-6:2011
Less than 5 μg/m
3 T otal  
Volatile Organic Compounds
Class A+ (meets Greenguard 
requirements)
Antibacterial properties - 
Evaluation of  
microorganisms
JIS Z 2801:2010 Antimicrobial activity after  
24h @ 35C
> 3.6 log reduction
> 99.975  % reduction
REACh (EG) 1907/2006 (REACh) Article 
33
Contains less than 0.1% of any 
""substances of very high 
concern""
Pass
RoHS 2011/65/EU (RoHS), appendix II 
(including amendment 
2015/863/EU 31MAR2015)
Contains no restricted 
substances
Pass
 
Forged in Italy with the finest materials, RAUVISIO noir monotonic 
matte surface retains all of its elemental properties while delivering 
unwavering resilience and richly uninhibited elegance. The deeply 
light-absorbent surface independently heals micro-scratches. 
Ultra-low in VOCs and phenol free, it minimizes chemicals indoors, 
while its antimicrobial and hydro-repellent properties make it suitable 
for food contact.
RAUVISIO noir is offered as laminates, boards and edgeband or 
fabricated panels and cabinet doors. Panels and doors are crafted of 
an MDF or particle board core and finished with REHAU LaserEdge™ 
for a monolithic effect that rivals a solid surface. This versatile matte 
is also available in the RAUVISIO noir compact, a 12 mm thick solid-
core panel for vertical and horizontal applications. With intensely rich 
hues and real-world grit, this understated surface lays a refined 
foundation for even the most exuberant design.
RAUVISIO noir","What are the specific surface properties and characteristics of RAUVISIO noir, including its gloss level, color, lightfastness, chemical resistance, scratch-resistance, and performance in dry heat, moist heat, water vapor, and impact resistance?",Is RAUVISIO noir a good choice for my kitchen countertops because it's resistant to scratches and stains?
RAUVISIO House Program Guide 2025.pdf,13,"24 25
Modernize horizontal and vertical surfaces including 
countertops, doors or partitions with a stunning 
monotonic matte look using RAUVISIO noir compact.
Casa Blanca   154 705After Dark     154 708 Smoke Stack 154 710
RAUVISIO noir compact
Panel specifications
Appearance Super-matte
Application                      Worktop, countertop, partition
Design style Modern, contemporary
Construction Solid core, balanced panel made of synthetic thermosetting resins
Sheet size 51 x 120 in (1300 x 3050 mm)
Face material Super-matte monotonic surface, multiple colors
Back material Super-matte monotonic surface, matching colors
Core Color matched core 
Thickness 15/32 in (12 mm)
 
See RAUVISIO noir for testing information
Sheet specifications
RAUVISIO noir compact is a 12 mm thick solid core panel that is made of synthetic thermosetting resins. This balanced panel has 
identical super-matte surfaces on both sides with a color matched core. 
Cleaning and care
Clean with a damp microfiber cloth and mild soap if needed. RAUVISIO noir compact is resistant to most chemicals and solvent-based 
cleaners, but harsh chemicals should be avoided. Do not use brushes or scouring pads. REHAU is not responsible for any damage done 
by abrasive cleaning products or procedures.
Protective coat
A protective peel coat is applied to the top and bottom surfaces. Do not expose peel coat to direct sunlight before removal. Remove 
promptly after installing cabinet but prior to mounting decorative hardware. T o remove peel coat, use rubber fingertips or our peel coat 
removal tool. 
na.rehau.com/noir-compact
RAUVISIO noir compact After Dark
Stunning 
monotonic 
look
RAUVISIO noir compact
Material options
Super-matte monotonic surface
Color matched core
Super-matte monotonic surface","What are the specific panel specifications and material properties of RAUVISIO noir compact, including its super-matte surface finish, core composition, and thickness?",Can I use a scrub brush to clean my new countertops made with RAUVISIO noir compact? And how do I remove the protective peel coat after installation?
RAUVISIO House Program Guide 2025.pdf,14,"26 27
RAUVISIO shade
Blend resilience and softness.
By diffusing light and giving elements around it vivid definition, 
RAUVISIO shade super-matte PET surface unveils a space as a 
work of art. Its powdery finish is made of recyclable materials, 
allowing you to make a modern mark with sustainability in mind. 
Let the softness of double-sided matte define the foreground of 
your unit, boutique, reception or workspace. Whatever your 
focus, bring your subject into light.
Left: RAUVISIO shade Canvas  
Above: RAUVISIO shade Clay",What are the optical properties of RAUVISIO shade that enable it to diffuse light and provide vivid definition to surrounding elements?,
RAUVISIO House Program Guide 2025.pdf,15,"28 29
Retain hue and lure.
RAUVISIO shade is a durable surface, making it ideal for vertical commercial applications or larger scale projects. Meant for areas that 
get a lot of wear and traffic, the features of this surface retain their hue and lure. Its soft finish ensures your space looks hardly touched 
by everyday use.
RAUVISIO shade
Canvas                  3103
Indigo                        6150
Chalk                     2001
Clay                       3300
 Pewter                       3001
Charcoal                       5000",What are the specific surface characteristics of RAUVISIO shade that enable its suitability for high-traffic commercial applications?,Is RAUVISIO shade good for areas that get a lot of wear and tear?
RAUVISIO House Program Guide 2025.pdf,16,"30 31
Profile specifications
Appearance Matte
Door style Slab and 5-piece
Design style Modern, contemporary
Construction Colored PET film laminated to particle board core, REHAU LaserEdge
Shaker stiles and rails 3 in (76.2 mm), custom widths also available
Face material PET film, multiple colors
Back material PET film, multiple colors
Edgeband REHAU LaserEdge, matching color 
Core Particle board
Board thickness 3/4 in (19.8 mm)
 
Cabinet door size parameters
Minimum slab 3 x 5 in (76.2 x 127 mm)
Maximum slab 47 x 109 in (1193.8 x 2768.6 mm)
Minimum 5-piece 8-7/8 in W x 11 in H (225.4 mm W x 279.4 mm H)
Maximum 5-piece 30 in W x 65 in H (762 mm W x 1651 mm H)
Edgebanding profile
T op edge 1.0 mm radius
Bottom edge 1.0 mm radius
Edgeband finish Elegant matte, color matched
Accessory products
1/4 in. thick components Cut-to-size with raw edges
 
5-piece profile
Matte PET film
Matte PET film
Matching LaserEdge
Matte PET film
Matte PET film
Matte LaserEdge Matte PET film
Slab profile
3/4"" nom. stiles and rails
1/4"" nom. center panel
Finished door & component options
RAUVISIO shade
Cleaning and care
Clean with a damp microfiber cloth and mild soap if needed. While the 
surface is scratch resistant, it should never be dry-wiped. Avoid 
abrasive cleaners, solvent-based cleaners and harsh chemicals. Do not 
use paper towels, brushes or scouring pads. REHAU is not responsible 
for any damage done by abrasive cleaning products or procedures.
Protective coat
A protective peel coat is applied to the top of the matte surface. Do not 
expose peel coat to direct sunlight before removal. Remove promptly 
after installing cabinet but prior to mounting decorative hardware. T o 
remove peel coat, use rubber fingertips or our peel coat removal tool.
na.rehau.com/shade
Board specifications
Construction Colored PET film PUR laminated to melamine faced particle board core
Face material PET film, multiple colors
Back material PET film, multiple colors
Core Melamine faced particle board
Size 48 x 110 in x 19.8 mm
Edgebanding options
ABS 15/16 in x 1.0 mm x 100 M
ABS LaserEdge 15/16 in x 1.2 mm x 100 M
 
Material options
RAUVISIO shade
Features & benefits
 ▪ PET laminate made with up to 80%  
      recycled material
 ▪ Soft touch finish
 ▪ Scratch, fingerprint and bacteria resistant
 ▪ Excimer lacquering for increased durability
 ▪ Superior UV stability
 ▪ Low light reflectivity
 ▪ Inexpensive alternative to paint 
 ▪ Clean cutting and processing
 ▪ Double-sided finished panel or cabinet door
 ▪ Value-engineered option for large  
     commercial projects","What are the specifications for the REHAU cabinet door profile, including its construction, materials, and dimensions?",Can I get a 5-piece door with matte finish in a custom size? And what's this LaserEdge thingy all about?
RAUVISIO House Program Guide 2025.pdf,17,"32 33
Visual characteristics
T est standard Requirements Result
Surface gloss level ALFA AW A16/10 - 3 +/-1 GLE
Color AMK-MB-009, 09/2011 No significant changes to 
master sample
Pass
Surface AMK-MB-009, 09/2012 Uniform surface, no defects 
visible from 0.7m
Pass
Lightfastness DIN EN ISO 4892-2 Art B 
(behind window glass)
Assessment according to  
blue scale
5 (except part 5, use method B 
indoor)
Assessment according to DIN 
EN ISO 105 A02
Assessment according to  
blue scale
≥ Level 4
 
Surface properties
Chemical resistance DIN 68861/T1 Matte: 1B 1B
Scratch-resistance UNI EN 438/25 - Rating 3. 2N faint marks, 4N 
continuous scratch
Micro-scratch resistance IHD-W-466 (Art. A) Matte: Class 2 Hoffman test: 5N
Resistance to surface wear EN 438-2.10 Initial point 4
Material properties
T op laminate raw density DIN EN 323 - 1.35g/cm
3
Formaldehyde emissions EN 622 and TSCA Title VI Class E1: < 0.09 PPM
TSCA: < 0.11 PPM E1/CARBII/TSCA Title VI
Environmental
Indoor air comfort - Ultra 
low VOC
RAL-GZ 430 Less than 3 mg/m3 TVOC after 
3 days, less than 0.4 mg/m3 
after 28 days
Pass (0.0mg/m3)
 
Material properties & performance
RAUVISIO shade
 RAUVISIO shade
The solid-extruded RAUVISIO shade super-matte PET 
surface offers superior durability and is made with up to 
80% recycled material. Its UV-cured excimer lacquer 
provides low-light reflectivity, impact and fingerprint 
resistance and a soft super-matte finish. RAUVISIO shade 
is crafted in Italy and applied to a particle board core 
stateside using PUR glue. Offered as double-sided boards 
and edgeband or fabricated panels and cabinet doors with 
perfectly matched REHAU LaserEdge™, this surface brings 
unbound soft resilience to your project.RAUVISIO shade Pewter","What are the specific requirements for the surface gloss level of RAUVISIO shade, and how does it compare to the ALFA AW A16/10 standard?",Is RAUVISIO shade's surface super-matte and resistant to fingerprints? Can I use it on a cabinet door?
RAUVISIO House Program Guide 2025.pdf,18,"35
RAUVISIO crystal
Architectural Record's best-products award
Mine a gem as rare as you.
RAUVISIO crystal acrylic surface, found in its polished 
and natural finishes, brings cemented energy to achieve a 
rarified luster. The lightweight, yet durable polymer 
surface creates a deep and multifaceted aesthetic when 
finished with beveled REHAU LaserEdge™ technology. 
From its sleek cool facets to its color play, uncover radiant 
and deeply personal spaces with RAUVISIO crystal. 
Left: RAUVISIO crystal Bianco polished  
Above: RAUVISIO crystal Fumo natural","What is the precise composition and manufacturing process of RAUVISIO crystal acrylic surface, particularly with regards to its polished and natural finishes, and how does it contribute to achieving a rarified luster?",Is this stuff really as rare as a gem? Can I get some cool spaces with this RAUVISIO crystal thingy?
RAUVISIO House Program Guide 2025.pdf,19,"36 37
A surface that fascinates.
Our fascination with crystals, their origins, strength and composition, dates back to the beginning of civilization when our ancestors 
believed these formations contained healing powers, sometimes even deities, within them. Their cool-to-touch slick surface, dazzling 
glimmer and multifaceted reflection keep us mesmerized.
RAUVISIO crystal
Zucchero* polished    1923L
Bianco polished    V 2778 
 natur al      1696L
Perla polished                      V2892 
 natur al      169 7L
Menta polished    1684L
Nebbia polished    1910L 
 
Sabbia polished    1687L 
 natur al      1703L
Piano polished    2015L
Decorative Mirror polished    1721L
* Color has directionality
Atlantico                      polished                          2 409L
T erriccio                          polished                      2 405L
Laguna polished    2 407L
Fumo polished    1686L 
 natur al      1702L","What is the precise composition and origin of the RAUVISIO crystal, specifically in regards to its polished and natural forms, as well as any notable variations across different colors?",Can you tell me more about these crystals? What's up with all the weird names like Zucchero and Sabbia? Are they good for healing or something?
RAUVISIO House Program Guide 2025.pdf,20,"38 39
Profile specifications
Appearance Polished (gloss) or natural (matte) in solid colors
Door style Slab and 5-piece with glass insert or frame only
Design style Modern, contemporary
Construction PUR laminated face and back, REHAU LaserEdge
Face material Two-layer polished (gloss) or natural (matte), multiple colors
Back material Balancing sheet, matching color
Edgeband REHAU LaserEdge, matching color 
Core Super-refined MDF
Board thickness 3/4 in (20.1 mm)
 
Cabinet door size parameters
Minimum slab 3 x 5 in (76.2 x 127 mm)
Maximum slab 50 x 109 in (1270 x 2768.6 mm)
Minimum 5-piece (frame only) 8-7/8 in W x 11 in H (225.4 mm W x 279.4 mm H)
Maximum 5-piece (frame only) 30 in W x 65 in H (762 mm W x 1651 mm H)
Maximum slab for RAUVISIO crystal Decorative Mirror 47 x 95 in (1194 x 2413 mm)
Edgebanding profile
T op edge 1.3 mm radius or 45° 3 x 3 mm chamfer (radius only for shaker doors)
Bottom edge 1.3 mm radius
Finish polished Duo-design or mirror gloss, color matched
Finish natural Elegant matte, color matched
Accessory products
Backsplash Thickness 5/32 in (4 mm)
Cut-to-size up to 50 x 109 in (1270 x 2770 mm)
Integrated handle 1-17/64 and 5/64 in (32 and 2 mm)
Appliance end panels 1.5 in thick panel, up to 4 ft W x 9 ft H
 
Polished radius edge profile Natural radius edge profile
Polished or natural bevel edge profile
Elegant matte LaserEdge
45° chamfered edge
2.0 mm acrylic laminate
Duo-design LaserEdge
2.0 mm color matched laminate
Clear
Color
2.0 mm acrylic laminate
Elegant matte LaserEdge 2.0 mm color matched laminate
Slab profile
2.0 mm color matched laminate
2.0 mm acrylic laminate
Finished door & component options
RAUVISIO crystal
RAUVISIO crystal is also available in Shaker style with frame only; see page 71 for more details.
Cleaning and care
Clean with a damp microfiber cloth and mild soap if needed. RAUVISIO 
crystal has a very hard, scratch-resistant finish. Avoid abrasive cleaners, 
solvent-based cleaners and harsh chemicals. Do not use paper towels, 
brushes or scouring pads. REHAU is not responsible for any damage done 
by abrasive cleaning products or procedures.
Protective coat
A protective peel coat is applied to the top of the surface, as well as to the 
edgebanded sides. Do not expose peel coat to direct sunlight before 
removal. Remove promptly after installing cabinet but prior to mounting 
decorative hardware. T o remove peel coat, use rubber fingertips or our 
peel coat removal tool.
na.rehau.com/crystal
Material options
RAUVISIO crystal
Features & benefits
 ▪ Completely unique visual depth and  
      reflective quality
 ▪ Scratch resistant
 ▪ Chemical and stain resistant
 ▪ Easy to clean with microfiber towels
 ▪ T ake notes or write tasks with whiteboard  
      markers (polished) or chalk (natural)
 ▪ Cut and processed with woodworking tools
 ▪ 10x more break resistant than real glass
 ▪ 50% lighter than real glass
Board specifications
Construction PUR laminated face and back
Face material Two-layer polished (gloss) or natural (matte)
Back material Balancing sheet, matching color
Core Super-refined MDF
Size 51 x 110 in x 20.1 mm
RAUVISIO crystal Decorative Mirror size 48 x 96 in x 20.1 mm
 
Laminate specifications
   
Construction Two-layer acrylic polished (gloss) or natural (matte)
Material Acrylic
Size 51 x 110 in x 2.0 mm
Edgebanding options
ABS Mirror gloss or Elegant matte 23 x 1.0 mm x 100 M
ABS Mirror gloss or Elegant matte LaserEdge 23 x 1.2 mm x 100 M
ABS Duo-edge LaserEdge 23 x 1.5 mm x 100 M","What are the specifications for the PUR laminated face and back construction of RAUVISIO crystal Decorative Mirror, considering its size parameters and edgebanding options?",Can I use a paper towel to clean my RAUVISIO crystal cabinet door?
RAUVISIO House Program Guide 2025.pdf,21,"40 41
Visual characteristics
T est standard Requirements Result
Surface gloss level AMK-MB-009, 09/2010 60o measurement High-gloss: > 85 GLE   
Matte: < 6 GLE
Color AMK-MB-009, 09/2011 No significant changes to 
master sample
Pass
Surface AMK-MB-009, 09/2012 Uniform surface, no defects 
visible from 0.7m
Pass
Lightfastness DIN EN ISO 4892-2 Art B 
(behind window glass)
Assessment according to  
blue scale
≥ Level 7
Assessment according to DIN 
EN ISO 105 A02
Assessment according to  
blue scale
≥ Level 4
 
Surface properties
Chemical resistance DIN 68861/T1 High-gloss: 1A   
Matte: 1B
High-gloss: 1A
Matte: 1B
Scratch-resistance DIN 68861/T4 High-gloss: 4D   
Matte: 4C
High-gloss: 4D   
Matte: 4C
Micro-scratch resistance IHD-W-466 (Art. A) High-gloss: Class 1
Matte: Class 2
T est A: max 5%
T est B: Class 5 
Performance in dry heat 68861/T7/ DIN EN 12722 DIN 
CEN TS 16209
Stress group min: 7D 
Class C
No change at 70C
No change at 100C 
Performance in moist heat 68861/T8/ DIN EN 12721 Stress group min: 8B No change at 70C
Cross hatch test DIN EN ISO 2409 GT 0-1 OK
Performance in water 
vapor
DIN 438-2.14 Level 5:  No changes OK
Flexural modulus of 
elasticity
DIN EN ISO 178 - 3080 N/mm2
Flexural strength DIN EN ISO 178 - 98 N/mm2
Impact strength DIN EN ISO 179-1 - 11 kJ/m2
Linear thermal coefficient 
of expansion
IOS 11359-2 '-40C….+20C
+10C….+40C
+20C….+80C
0.0000590
0.0000667
0.0000754
Material properties
T op laminate raw density DIN EN 323 - 1.18g/cm
3
Balancing sheet raw 
density
DIN EN 323 - 1.16g/cm3
Fire behavior DIN 4102/1 - B2 (normal combustibility)
Flame spread index ASTM E84 Class C: 76-250 180
Smoke developed index ASTM E84 Class A, B, C: 0-450 750
Material unit/Sand content Residue on ignition - ≤1%
Shore hardness D DIN ISO 7619-1 - 91 ± 3
Vicat softening  
temperature
DIN EN ISO 306 - Art B50 - ≤99C
Formaldehyde emissions EN 622 and TSCA Title VI Class E1: < 0.09 PPM
TSCA: < 0.11 PPM E1/CARBII/TSCA Title VI
Impact resistance large 
diameter ball
EN 438-2.21 Drop height 11kJ/m2 per DIN EN ISO 179-1
 
Material properties & performance
RAUVISIO crystal
Finished component tests  
(AMK Kitchen T ests)       T est standard Requirements Result
T emperature resistance AMK-MB-001 Pass Pass
Infiltration of water vapor AMK-MB-005 module 1 Pass Pass
Humid climate resistance AMK-MB-005 module 2 Pass Pass
Alternating climate  
resistance
AMK-MB-005 module 3 Pass Pass
Long-term heat storage:  
4 weeks at 50C
Assessment after 24 hrs Pass Pass
Environmental
Forest Management  
Certification
- - PEFC certification
Indoor air comfort - Ultra low 
VOC
RAL-GZ 430 Less than 3 mg/m
3 TVOC 
after 3 days, less than 0.4 
mg/m3 after 28 days
Pass (0.0mg/m3)
REACh (EG) 1907/2006 (REACh) Article 
33
Contains less than 0.1% of 
any ""substances of very 
high concern""
Pass
RoHS 2011/65/EU (RoHS), appendix II 
(including amendment 
2015/863/EU 31MAR2015)
Contains no restricted 
substances
Pass
 
The mystique of RAUVISIO crystal acrylic surface is its stone-hard 2 mm 
clear acrylic top layer that creates intense reflectivity, entrancing optical 
depth with crisp facets and superb UV- and scratch-resistance. With 
natural and polished finishes, designs from mineral to mirror, board and 
slim configurations, RAUVISIO crystal is our most versatile line.
This surface is offered as boards, 4 mm wall panels and edgeband or 
fabricated panels and cabinet doors. On boards, panels and doors, the 
crystal laminate and a color-matched balancing backer are applied using 
PUR glue to an MDF core that is CARB2, TSCA Title VI certified. Panels and 
doors are finished with perfectly matched REHAU LaserEdge™, then 
beveled for a convincing replication of back-painted or frosted cut glass. At 
50% lighter and 10 times more break resistant than real glass, yet as easy 
to work with as engineered wood, RAUVISIO crystal is a gem of a surface 
you’ll mine time-and-again. 
RAUVISIO crystal","What are the specific requirements for surface gloss level, color, and uniformity of RAUVISIO crystal acrylic surfaces according to AMK-MB-009 standards?",How do I know if my RAUVISIO crystal surface is good quality?
RAUVISIO House Program Guide 2025.pdf,22,"RAUVISIO crystal slim
RAUVISIO crystal slim™ allows for a wide range 
of applications, including kitchen or bath 
backsplash, shower walls, partition walls or 
fillers. Use with matching RAUVISIO crystal 
cabinet doors as a reflective accent.
Perla polished                      V2892 
 natur al      169 7L
Nebbia polished    1910L 
 
Bianco polished    V 2778 
 natur al      1696L
Sabbia polished    1687L 
 natur al      1703L
Decorative Mirror polished    1721L
 Fumo                                   polished                    1686L 
 natur al      1702L
50% lighter panels allow for flexible 
design and ease of installation on site.
Panel specifications
Application Backsplash, wall panel
Thickness 5/32 in (4 mm)
Sheet size 51 x 110 in (1300 x 2800 mm)
RAUVISIO crystal Decorative Mirror sheet size 48 x 96 in (1219.2 x 2438.4 mm)
Face material Two-layered polished (gloss) or natural (matte), multiple colors
 
Sheet specifications
RAUVISIO crystal slim is a 2 mm thick clear acrylic laminate, the bottom 
0.4 mm is colored and the top 1.6 mm is clear. The 2.0 mm thick backer 
laminate is a solid matching color 2 mm thick layer. The total thickness 
is 4 mm. Because RAUVISIO crystal slim does not have a wood core, it is 
water resistant and can be used in a wet environment. 
Applications
RAUVISIO crystal slim is a great, modern alternative to use instead of 
glass in the kitchen and bathroom. It can serve as a backsplash, 
decorative wall panel or a shower wall cladding. Please note that if using 
RAUVISIO crystal slim as a backsplash behind a gas cooktop, it must be 
at least 12 in (304.8 mm) from an open flame. If this is not possible, we 
suggest installing a flame retardant material directly behind the 
cooktop. Reference the RAUVISIO crystal T echnical Guide for more 
information.
Cleaning and care
Clean with a damp microfiber cloth and mild soap if needed. RAUVISIO 
crystal slim has a very hard, scratch-resistant finish. Avoid abrasive 
cleaners, solvent-based cleaners and harsh chemicals. Do not use paper 
towels, brushes or scouring pads. REHAU is not responsible for any 
damage done by abrasive cleaning products or procedures.
Protective coat
A protective peel coat is applied to the top of the glass surface. Do not 
expose peel coat to direct sunlight before removal. Remove promptly 
after installing RAUVISIO crystal slim. T o remove peel coat, use rubber 
fingertips or our peel coat removal tool. 
See RAUVISIO crystal for testing information
RAUVISIO crystal slim
Wide 
range of 
uses
Material options
RAUVISIO crystal slim Decorative Mirror
42 43","What is the recommended installation distance from an open flame for RAUVISIO crystal slim backsplash applications, and are there any specific precautions required to ensure safe use in a wet environment?",Can I install this stuff behind my gas stove without worrying about it catching on fire? And can I use it in the shower or bathroom?
